,original sentence,corrected sentence,error indices,corrected indices,error-corr pair,error label,l1,Approximate level,split
756,Hon blev tyvärr gift och hade en bebis .,Hon blev tyvärr gift och fick en bebis .,25-28,25-28,hade--fick,L-W,Arabiska,Nybörjare,train
757,Jag och Maria träffades en fredag på morgonen kl 9:00 till kl 21:00 på natten .,Jag och Maria träffades en fredag på morgonen kl 9:00 till kl 21:00 på kvällen .,71-76,71-77,natten--kvällen,L-W,Persiska,Nybörjare,train
758,"Jag och Maria pratade mycket på varandra och tittade i alla affärer , åt mat på restaurang .","Jag och Maria pratade mycket med varandra och tittade i alla affärer , åt mat på restaurang .",29-30,29-31,på--med,L-W,Persiska,Nybörjare,train
759,Men jag kunde göra det lyckligt .,Men jag kunde göra det med glädje .,23-30,23-32,lyckligt--med glädje,L-W,Persiska,Nybörjare,train
760,Hon blev mycket glad med mig .,Hon var mycket glad med mig .,4-7,4-6,blev--var,L-W,Persiska,Nybörjare,train
761,Första verket är en film som heter Frost som är en romantiskfilm som handlar om kärlek mellan två systrar .,Första verket är en film som heter Frost som är en romantisk film som handlar om kärlek mellan två systrar .,51-63,51-64,romantiskfilm--romantisk film,O-Comp,"Dari, Persiska",Avancerad,train
762,De kommer i från varandra på grund av en händelse som inträffar när de leker med storasysters ismagi .,De kommer ifrån varandra på grund av en händelse som inträffar när de leker med storasysters ismagi .,10-15,10-14,i från--ifrån,O-Comp,"Dari, Persiska",Avancerad,train
763,De kommer ifrån varandra på grund av en händelse som händer när de leker med storasysters ismagi .,De kommer ifrån varandra på grund av en händelse som inträffar när de leker med storasysters ismagi .,53-58,53-61,händer--inträffar,L-W,"Dari, Persiska",Avancerad,train
764,De kommer ifrån varandra på grund av en händelse som inträffar när de leker med storasysters is magi .,De kommer ifrån varandra på grund av en händelse som inträffar när de leker med storasysters ismagi .,93-99,93-98,is magi--ismagi,O-Comp,"Dari, Persiska",Avancerad,train
765,Lillasyster blir skada när de leker för att storasyster inte kan styra sin kraft .,Lillasyster blir skadad när de leker för att storasyster inte kan styra sin kraft .,17-21,17-22,skada--skadad,L-Der,"Dari, Persiska",Avancerad,train
766,"Hon tror att killen från ett annat land är hennes äkta kärlek men så är det inte , och tillslut förstår lillasyster att hennes syster är hennes äkta kärlek .","Hon tror att killen från ett annat land är hennes äkta kärlek men så är det inte , och till slut förstår lillasyster att hennes syster är hennes äkta kärlek .",87-94,87-95,tillslut--till slut,O-Comp,"Dari, Persiska",Avancerad,train
767,"I anslaget av filmen ser vi ett gäng som jobbar , de gör isbitar för att sälja .","I anslaget till filmen ser vi ett gäng som jobbar , de gör isbitar för att sälja .",11-12,11-14,av--till,L-W,"Dari, Persiska",Avancerad,train
768,"I anslaget till filmen ser vi ett gäng som jobbar , de gör is bitar för att sälja .","I anslaget till filmen ser vi ett gäng som jobbar , de gör isbitar för att sälja .",59-66,59-65,is bitar--isbitar,O-Comp,"Dari, Persiska",Avancerad,train
769,Efter det ser man två huvud karaktärer som heter Anna och Elsa .,Efter det ser man två huvudkaraktärer som heter Anna och Elsa .,22-37,22-36,huvud karaktärer--huvudkaraktärer,O-Comp,"Dari, Persiska",Avancerad,train
770,"Anna väcker sin storasyster för att leka , de leker med Elsas is magi , men plötsligt blir den lilla tjejen skadad när de leker för att hennes syster inte kan styra sin kraft .","Anna väcker sin storasyster för att leka , de leker med Elsas ismagi , men plötsligt blir den lilla tjejen skadad när de leker för att hennes syster inte kan styra sin kraft .",62-68,62-67,is magi--ismagi,O-Comp,"Dari, Persiska",Avancerad,train
771,"Hon tycker att hon är farlig , där för stänger hon in sig i sitt rum .","Hon tycker att hon är farlig , därför stänger hon in sig i sitt rum .",31-37,31-36,där för--därför,O-Comp,"Dari, Persiska",Avancerad,train
772,Då tycker Anna att Elsa inte gillar henne .,Då tror Anna att Elsa inte gillar henne .,3-8,3-6,tycker--tror,L-W,"Dari, Persiska",Avancerad,train
773,Peripeti eller vänd punkten är när Anna har frusit till is och kommer till Hans så att han ska kyssa henne för att hon ska bli frisk .,Peripeti eller vändpunkten är när Anna har frusit till is och kommer till Hans så att han ska kyssa henne för att hon ska bli frisk .,15-26,15-25,vänd punkten--vändpunkten,O-Comp,"Dari, Persiska",Avancerad,train
774,Peripeti eller vändpunkten är där Anna har frusit till is och kommer till Hans så att han ska kyssa henne för att hon ska bli frisk .,Peripeti eller vändpunkten är när Anna har frusit till is och kommer till Hans så att han ska kyssa henne för att hon ska bli frisk .,30-32,30-32,där--när,L-W,"Dari, Persiska",Avancerad,train
775,"Hon tycker att Hans är hennes äkta kärlek men så är det inte , där förstår hon att hon hade fel .","Hon tror att Hans är hennes äkta kärlek men så är det inte , där förstår hon att hon hade fel .",4-9,4-7,tycker--tror,L-W,"Dari, Persiska",Avancerad,train
776,"Klimax eller lösningen är där Elsa har sin syster i sina händer och är ledsen över att hon förlorade sin syster , men Anna blir frisk när Elsa kramar henne .","Klimax eller lösningen är när Elsa har sin syster i sina händer och är ledsen över att hon förlorade sin syster , men Anna blir frisk när Elsa kramar henne .",26-28,26-28,där--när,L-W,"Dari, Persiska",Avancerad,train
777,Det andra verket är en bok som heter Bröderna Lejonhjärta som är en fantasy och äventyrsroman som handlar om två bröder som älskar varandra .,Det andra verket är en bok som heter Bröderna Lejonhjärta som är en fantasy- och äventyrsroman som handlar om två bröder som älskar varandra .,68-74,68-75,fantasy--fantasy-,O-Comp,"Dari, Persiska",Avancerad,train
778,"Storebror säger till lillebror att man går till Nangijala när man dör , och båda bröderna hamnar där när de dör .","Storebror säger till lillebror att man kommer till Nangijala när man dör , och båda bröderna hamnar där när de dör .",39-41,39-44,går--kommer,L-W,"Dari, Persiska",Avancerad,train
779,"Storebror säger till lillebror att man kommer till Nangijala när man dör , och båda bröderna hamnar där efter de dör .","Storebror säger till lillebror att man kommer till Nangijala när man dör , och båda bröderna hamnar där när de dör .",104-108,104-106,efter--när,L-W,"Dari, Persiska",Avancerad,train
780,En dag lämnar storebror sin lillebror för att hjälpa folket i den andra dalen att få frihet men det är jätte svårt .,En dag lämnar storebror sin lillebror för att hjälpa folket i den andra dalen att få frihet men det är jättesvårt .,103-113,103-112,jätte svårt--jättesvårt,O-Comp,"Dari, Persiska",Avancerad,train
781,På stridens dag kommer allt folk i den andra dalen och kämpar mot sin frihet och fightas med ledaren och hans soldater .,På stridens dag kommer allt folk i den andra dalen och kämpar för sin frihet och fightas med ledaren och hans soldater .,62-64,62-64,mot--för,L-W,"Dari, Persiska",Avancerad,train
782,Då bestämmer sig båda bröderna för att hoppa från berget och dö för att gå till Nangilima .,Då bestämmer sig båda bröderna för att hoppa från berget och dö för att komma till Nangilima .,72-73,72-76,gå--komma,L-W,"Dari, Persiska",Avancerad,train
783,I anslaget av boken ser vi två bröder .,I anslaget till boken ser vi två bröder .,11-12,11-14,av--till,L-W,"Dari, Persiska",Avancerad,train
784,"Lillebror håller på att dö på grund av en sjukdom , och storebror säger till lillebror att man går till Nangijala när man dör .","Lillebror håller på att dö på grund av en sjukdom , och storebror säger till lillebror att man kommer till Nangijala när man dör .",95-97,95-100,går--kommer,L-W,"Dari, Persiska",Avancerad,train
785,I boken finns två huvud karaktärer som heter Jonatan och Karl .,I boken finns två huvudkaraktärer som heter Jonatan och Karl .,18-33,18-32,huvud karaktärer--huvudkaraktärer,O-Comp,"Dari, Persiska",Avancerad,train
786,"Jonatan ska frigöra Orvar som är i Tengils fängelse , men Tengil vill inte .","Jonatan ska befria Orvar som är i Tengils fängelse , men Tengil vill inte .",12-18,12-17,frigöra--befria,L-W,"Dari, Persiska",Avancerad,train
787,"Tengil vill inte förlora sin makt över folket , men Jonatan är mot den och vill hjälpa folk .","Tengil vill inte förlora sin makt över folket , men Jonatan är emot den och vill hjälpa folk .",63-65,63-66,mot--emot,L-W,"Dari, Persiska",Avancerad,train
788,Peripeti är där Karl inser att Hubert inte är förrädare .,Peripeti är när Karl inser att Hubert inte är förrädare .,12-14,12-14,där--när,L-W,"Dari, Persiska",Avancerad,train
789,Konflikten mellan Jonatan och Tengil blir löser när alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren från Tengils hand .,Konflikten mellan Jonatan och Tengil blir löst när alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren från Tengils hand .,42-46,42-45,löser--löst,L-Der,"Dari, Persiska",Avancerad,train
790,Konflikten mellan Jonatan och Tengil blir löst där alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren från Tengils hand .,Konflikten mellan Jonatan och Tengil blir löst när alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren från Tengils hand .,47-49,47-49,där--när,L-W,"Dari, Persiska",Avancerad,train
791,Konflikten mellan Jonatan och Tengil blir löst när alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren av Tengils hand .,Konflikten mellan Jonatan och Tengil blir löst när alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren från Tengils hand .,148-149,148-151,av--från,L-W,"Dari, Persiska",Avancerad,train
792,"Kärlek kan vara mellan personer i en familj , mellan två vänner eller en människa och ett djur .","Kärlek kan finnas mellan personer i en familj , mellan två vänner eller en människa och ett djur .",11-14,11-16,vara--finnas,L-W,"Dari, Persiska",Avancerad,train
793,Jag vill säga att kärlek har varit och fortfarande är ett stort ämne i vårt liv som man har i sitt liv även om man inte vet om det .,Jag skulle säga att kärlek har varit och fortfarande är ett stort ämne i vårt liv som man har i sitt liv även om man inte vet om det .,4-7,4-9,vill--skulle,L-W,"Dari, Persiska",Avancerad,train
794,Ibland har kärlek förstört ett liv och tvärtom .,Ibland har kärlek förstört ett liv eller tvärtom .,35-37,35-39,och--eller,L-W,"Dari, Persiska",Avancerad,train
795,Karl gör det här för att han tycker så mycket om Jonatan och inte vill vara utan honom även en minut .,Karl gör det här för att han tycker så mycket om Jonatan och inte vill vara utan honom ens en minut .,87-90,87-89,även--ens,L-W,"Dari, Persiska",Avancerad,train
796,"Hon vet inte så mycket om Hans , eller man kan inte få så mycket information om en person på en dag .","Hon vet inte så mycket om Hans , och man kan inte få så mycket information om en person på en dag .",33-37,33-35,eller--och,L-W,"Dari, Persiska",Avancerad,train
797,Jag tycker att man behöver mer tid för att blir kär i någon .,Jag tror att man behöver mer tid för att blir kär i någon .,4-9,4-7,tycker--tror,L-W,"Dari, Persiska",Avancerad,train
798,Jag tycker att båda litteraturer kan lära oss mycket om kärlek .,Jag tycker att båda verken kan lära oss mycket om kärlek .,20-31,20-25,litteraturer--verken,L-W,"Dari, Persiska",Avancerad,train
799,"Jag tror inte på att bli kär vid första ögonkastet , som jag sagt , och efter att jag sett filmen Frost då tror jag mer på det .","Jag tror inte på att bli kär vid första ögonkastet , som jag sagt , och efter att jag sett filmen Frost så tror jag mer på det .",104-105,104-105,då--så,L-W,"Dari, Persiska",Avancerad,train
800,"Till slut vill jag säga , som jag sagt till mina kompisar : Kärlek kan vara båda bra och dålig .","Till slut vill jag säga , som jag sagt till mina kompisar : Kärlek kan vara både bra och dålig .",76-79,76-79,båda--både,L-Der,"Dari, Persiska",Avancerad,train
